year mon day ICE_N   NAT_N    ICE_S    NAT_S 
 1994  1  1   0.0000   7.8539   0.0000   0.0000
 1994  1  2   0.0000   4.2089   0.0000   0.0000
 1994  1  3   0.0000   2.3462   0.0000   0.0000
 1994  1  4   0.0000   1.0608   0.0000   0.0000
 1994  1  5   0.0000   1.5232   0.0000   0.0000
 1994  1  6   0.0000   6.7338   0.0000   0.0000
 1994  1  7   0.0000   5.1422   0.0000   0.0000
 1994  1  8   0.0000   2.0236   0.0000   0.0000
 1994  1  9   0.0000   3.3346   0.0000   0.0000
 1994  1 10   0.0000   5.9184   0.0000   0.0000
 1994  1 11   0.0000   7.7992   0.0000   0.0000
 1994  1 12   0.0000   7.9120   0.0000   0.0000
 1994  1 13   0.0000   4.1522   0.0000   0.0000
 1994  1 14   0.0000   4.5698   0.0000   0.0000
 1994  1 15   0.0000   7.1647   0.0000   0.0000
 1994  1 16   0.0000  13.5116   0.0000   0.0000
 1994  1 17   0.0000  17.2716   0.0000   0.0000
 1994  1 18   0.0000  19.5523   0.0000   0.0000
 1994  1 19   0.0000  22.6488   0.0000   0.0000
 1994  1 20   0.0000  21.8939   0.0000   0.0000
 1994  1 21   0.0000  16.3451   0.0000   0.0000
 1994  1 22   0.0000   8.0245   0.0000   0.0000
 1994  1 23   0.0000   5.2027   0.0000   0.0000
 1994  1 24   0.0000   6.2504   0.0000   0.0000
 1994  1 25   0.0000   6.3210   0.0000   0.0000
 1994  1 26   0.0000   5.9358   0.0000   0.0000
 1994  1 27   0.0000   5.4054   0.0000   0.0000
 1994  1 28   0.0000   8.5336   0.0000   0.0000
 1994  1 29   0.0000   8.8103   0.0000   0.0000
 1994  1 30   0.0000  10.9391   0.0000   0.0000
 1994  1 31   0.0000  13.1190   0.0000   0.0000
 1994  2  1   0.0000  16.9686   0.0000   0.0000
 1994  2  2   0.0000  13.5959   0.0000   0.0000
 1994  2  3   0.0000   6.8187   0.0000   0.0000
 1994  2  4   0.0000   0.0000   0.0000   0.0000
 1994  2  5   0.0000   0.0000   0.0000   0.0000
 1994  2  6   0.0000   0.0000   0.0000   0.0000
 1994  2  7   0.0000   0.2092   0.0000   0.0000
 1994  2  8   0.0000   2.3041   0.0000   0.0000
 1994  2  9   0.0000   0.8329   0.0000   0.0000
 1994  2 10   0.0000   0.0000   0.0000   0.0000
 1994  2 11   0.0000   3.6473   0.0000   0.0000
 1994  2 12   0.0000   2.5037   0.0000   0.0000
 1994  2 13   0.0000   1.5782   0.0000   0.0000
 1994  2 14   0.0000   4.1708   0.0000   0.0000
 1994  2 15   0.0000   5.1279   0.0000   0.0000
 1994  2 16   0.0000   3.4246   0.0000   0.0000
 1994  2 17   0.0000   0.0322   0.0000   0.0000
 1994  2 18   0.0000   0.0000   0.0000   0.0000
 1994  2 19   0.0000   0.1530   0.0000   0.0000
 1994  2 20   0.0000   0.3641   0.0000   0.0000
 1994  2 21   0.0000   0.0000   0.0000   0.0000
 1994  2 22   0.0000   4.4280   0.0000   0.0000
 1994  2 23   0.0000  12.3435   0.0000   0.0000
 1994  2 24   0.0000  16.5776   0.0000   0.0000
 1994  2 25   0.0000  19.5557   0.0000   0.0000
 1994  2 26   0.0000  24.7607   0.0000   0.0000
 1994  2 27   0.0000  29.2231   0.0000   0.0000
 1994  2 28   0.0000  30.5837   0.0000   0.0000
 1994  3  1   0.0000  27.8302   0.0000   0.0000
 1994  3  2   0.0000  25.8343   0.0000   0.0000
 1994  3  3   0.0000  26.7173   0.0000   0.0000
 1994  3  4   0.0000  23.2329   0.0000   0.0000
 1994  3  5   0.0000  21.7716   0.0000   0.0000
 1994  3  6   0.0000  18.3789   0.0000   0.0000
 1994  3  7   0.0000  19.3950   0.0000   0.0000
 1994  3  8   0.0000  16.7972   0.0000   0.0000
 1994  3  9   0.0000  12.7454   0.0000   0.0000
 1994  3 10   0.0000   6.5616   0.0000   0.0000
 1994  3 11   0.0000   0.1849   0.0000   0.0000
 1994  3 12   0.0000   0.0000   0.0000   0.0000
 1994  3 13   0.0000   0.0000   0.0000   0.0000
 1994  3 14   0.0000   0.0000   0.0000   0.0000
 1994  3 15   0.0000   0.0000   0.0000   0.0000
 1994  3 16   0.0000   0.0000   0.0000   0.0000
 1994  3 17   0.0000   0.0000   0.0000   0.0000
 1994  3 18   0.0000   0.0000   0.0000   0.0000
 1994  3 19   0.0000   0.0000   0.0000   0.0000
 1994  3 20   0.0000   0.0000   0.0000   0.0000
 1994  3 21   0.0000   0.0000   0.0000   0.0000
 1994  3 22   0.0000   0.0000   0.0000   0.0000
 1994  3 23   0.0000   0.0000   0.0000   0.0000
 1994  3 24   0.0000   0.0000   0.0000   0.0000
 1994  3 25   0.0000   0.0000   0.0000   0.0000
 1994  3 26   0.0000   0.0000   0.0000   0.0000
 1994  3 27   0.0000   0.0000   0.0000   0.0000
 1994  3 28   0.0000   0.0000   0.0000   0.0000
 1994  3 29   0.0000   0.0000   0.0000   0.0000
 1994  3 30   0.0000   0.0000   0.0000   0.0000
 1994  3 31   0.0000   0.0000   0.0000   0.0000
 1994  4  1   0.0000   0.0000   0.0000   0.0000
 1994  4  2   0.0000   0.0000   0.0000   0.0000
 1994  4  3   0.0000   0.0000   0.0000   0.0000
 1994  4  4   0.0000   0.0000   0.0000   0.0000
 1994  4  5   0.0000   0.0000   0.0000   0.0000
 1994  4  6   0.0000   0.0000   0.0000   0.0000
 1994  4  7   0.0000   0.0000   0.0000   0.0000
 1994  4  8   0.0000   0.0000   0.0000   0.0000
 1994  4  9   0.0000   0.0000   0.0000   0.0000
 1994  4 10   0.0000   0.0000   0.0000   0.0000
 1994  4 11   0.0000   0.0000   0.0000   0.0000
 1994  4 12   0.0000   0.0000   0.0000   0.0000
 1994  4 13   0.0000   0.0000   0.0000   0.0000
 1994  4 14   0.0000   0.0000   0.0000   0.0000
 1994  4 15   0.0000   0.0000   0.0000   0.0000
 1994  4 16   0.0000   0.0000   0.0000   0.0000
 1994  4 17   0.0000   0.0000   0.0000   0.0000
 1994  4 18   0.0000   0.0000   0.0000   0.0000
 1994  4 19   0.0000   0.0000   0.0000   0.0000
 1994  4 20   0.0000   0.0000   0.0000   0.0000
 1994  4 21   0.0000   0.0000   0.0000   0.0000
 1994  4 22   0.0000   0.0000   0.0000   0.0000
 1994  4 23   0.0000   0.0000   0.0000   0.0000
 1994  4 24   0.0000   0.0000   0.0000   0.0000
 1994  4 25   0.0000   0.0000   0.0000   0.0000
 1994  4 26   0.0000   0.0000   0.0000   0.0000
 1994  4 27   0.0000   0.0000   0.0000   0.0000
 1994  4 28   0.0000   0.0000   0.0000   0.0000
 1994  4 29   0.0000   0.0000   0.0000   0.0000
 1994  4 30   0.0000   0.0000   0.0000   0.0000
 1994  5  1   0.0000   0.0000   0.0000   0.0000
 1994  5  2   0.0000   0.0000   0.0000   0.0000
 1994  5  3   0.0000   0.0000   0.0000   0.0000
 1994  5  4   0.0000   0.0000   0.0000   0.0000
 1994  5  5   0.0000   0.0000   0.0000   0.0000
 1994  5  6   0.0000   0.0000   0.0000   0.0261
 1994  5  7   0.0000   0.0000   0.0000   0.2917
 1994  5  8   0.0000   0.0000   0.0000   0.2258
 1994  5  9   0.0000   0.0000   0.0000   0.0083
 1994  5 10   0.0000   0.0000   0.0000   0.1526
 1994  5 11   0.0000   0.0000   0.0000   1.3589
 1994  5 12   0.0000   0.0000   0.0000   3.1590
 1994  5 13   0.0000   0.0000   0.0000   5.5587
 1994  5 14   0.0000   0.0000   0.0000  10.1211
 1994  5 15   0.0000   0.0000   0.0000  16.9453
 1994  5 16   0.0000   0.0000   0.0000  19.3936
 1994  5 17   0.0000   0.0000   0.0000  17.6388
 1994  5 18   0.0000   0.0000   0.0000  23.6137
 1994  5 19   0.0000   0.0000   0.0000  31.7248
 1994  5 20   0.0000   0.0000   0.0112  36.7525
 1994  5 21   0.0000   0.0000   0.0000  32.4318
 1994  5 22   0.0000   0.0000   0.0000  27.4863
 1994  5 23   0.0000   0.0000   0.0000  28.6955
 1994  5 24   0.0000   0.0000   0.0000  30.4535
 1994  5 25   0.0000   0.0000   0.0000  36.7751
 1994  5 26   0.0000   0.0000   0.0000  37.1226
 1994  5 27   0.0000   0.0000   0.0000  37.4996
 1994  5 28   0.0000   0.0000   0.0000  31.3985
 1994  5 29   0.0000   0.0000   0.0000  26.8154
 1994  5 30   0.0000   0.0000   0.0000  29.8525
 1994  5 31   0.0000   0.0000   0.0000  31.9172
 1994  6  1   0.0000   0.0000   0.0000  34.6592
 1994  6  2   0.0000   0.0000   0.0000  36.9586
 1994  6  3   0.0000   0.0000   0.0000  39.8530
 1994  6  4   0.0000   0.0000   0.0000  44.5588
 1994  6  5   0.0000   0.0000   0.0000  49.2464
 1994  6  6   0.0000   0.0000   0.0000  55.1023
 1994  6  7   0.0000   0.0000   0.0000  60.6539
 1994  6  8   0.0000   0.0000   0.0000  65.3925
 1994  6  9   0.0000   0.0000   0.4915  66.5146
 1994  6 10   0.0000   0.0000   0.7261  75.2494
 1994  6 11   0.0000   0.0000   3.6622  78.4797
 1994  6 12   0.0000   0.0000   5.2661  83.5640
 1994  6 13   0.0000   0.0000   4.8242  88.5600
 1994  6 14   0.0000   0.0000   2.3755  92.0705
 1994  6 15   0.0000   0.0000   1.4596  95.2614
 1994  6 16   0.0000   0.0000   0.6758  97.1046
 1994  6 17   0.0000   0.0000   1.0301 101.5343
 1994  6 18   0.0000   0.0000   3.3776 106.7764
 1994  6 19   0.0000   0.0000   4.5437 110.1460
 1994  6 20   0.0000   0.0000   1.2438 109.7050
 1994  6 21   0.0000   0.0000   5.0592 107.5708
 1994  6 22   0.0000   0.0000   5.6374 112.0277
 1994  6 23   0.0000   0.0000   6.8904 114.0170
 1994  6 24   0.0000   0.0000   8.5019 115.8242
 1994  6 25   0.0000   0.0000   9.9978 119.2322
 1994  6 26   0.0000   0.0000  14.2360 123.3389
 1994  6 27   0.0000   0.0000  18.4779 127.9256
 1994  6 28   0.0000   0.0000  23.6374 130.2312
 1994  6 29   0.0000   0.0000  29.3452 134.2767
 1994  6 30   0.0000   0.0000  32.2663 140.1070
 1994  7  1   0.0000   0.0000  33.7579 145.3996
 1994  7  2   0.0000   0.0000  33.5880 145.4541
 1994  7  3   0.0000   0.0000  31.2293 144.4444
 1994  7  4   0.0000   0.0000  28.3772 141.2082
 1994  7  5   0.0000   0.0000  26.0133 143.6195
 1994  7  6   0.0000   0.0000  27.5731 148.3385
 1994  7  7   0.0000   0.0000  26.5991 144.2650
 1994  7  8   0.0000   0.0000  25.4807 143.5650
 1994  7  9   0.0000   0.0000  24.4715 143.9468
 1994  7 10   0.0000   0.0000  25.7235 143.7941
 1994  7 11   0.0000   0.0000  33.3783 150.5122
 1994  7 12   0.0000   0.0000  39.5568 153.9821
 1994  7 13   0.0000   0.0000  42.4190 155.1266
 1994  7 14   0.0000   0.0000  45.9161 158.4384
 1994  7 15   0.0000   0.0000  46.1723 161.4534
 1994  7 16   0.0000   0.0000  45.7900 160.3752
 1994  7 17   0.0000   0.0000  45.4131 158.9139
 1994  7 18   0.0000   0.0000  45.2637 159.8914
 1994  7 19   0.0000   0.0000  47.1200 161.3022
 1994  7 20   0.0000   0.0000  44.7642 160.8764
 1994  7 21   0.0000   0.0000  43.5273 160.1485
 1994  7 22   0.0000   0.0000  45.5370 157.9559
 1994  7 23   0.0000   0.0000  46.6228 161.5201
 1994  7 24   0.0000   0.0000  48.0488 161.0087
 1994  7 25   0.0000   0.0000  52.6572 165.6386
 1994  7 26   0.0000   0.0000  52.6579 168.2976
 1994  7 27   0.0000   0.0000  53.6004 171.7110
 1994  7 28   0.0000   0.0000  52.7148 177.0249
 1994  7 29   0.0000   0.0000  51.9033 181.5164
 1994  7 30   0.0000   0.0000  45.7398 178.9900
 1994  7 31   0.0000   0.0000  42.2513 177.5197
 1994  8  1   0.0000   0.0000  41.3775 172.0843
 1994  8  2   0.0000   0.0000  39.7089 169.4058
 1994  8  3   0.0000   0.0000  35.2254 165.0663
 1994  8  4   0.0000   0.0000  32.1179 158.0416
 1994  8  5   0.0000   0.0000  33.4288 156.8434
 1994  8  6   0.0000   0.0000  35.7501 156.3946
 1994  8  7   0.0000   0.0000  38.4825 162.5801
 1994  8  8   0.0000   0.0000  37.9162 171.1178
 1994  8  9   0.0000   0.0000  37.7148 175.4915
 1994  8 10   0.0000   0.0000  45.0933 175.0219
 1994  8 11   0.0000   0.0000  43.9310 171.3532
 1994  8 12   0.0000   0.0000  40.7643 161.4742
 1994  8 13   0.0000   0.0000  41.3282 162.6774
 1994  8 14   0.0000   0.0000  39.3713 163.0737
 1994  8 15   0.0000   0.0000  37.4075 161.3708
 1994  8 16   0.0000   0.0000  29.6498 151.8924
 1994  8 17   0.0000   0.0000  24.9476 143.8935
 1994  8 18   0.0000   0.0000  28.8612 144.5243
 1994  8 19   0.0000   0.0000  29.5023 143.2095
 1994  8 20   0.0000   0.0000  27.3407 142.5668
 1994  8 21   0.0000   0.0000  23.2584 139.5070
 1994  8 22   0.0000   0.0000  22.9839 139.4501
 1994  8 23   0.0000   0.0000  26.5077 142.7825
 1994  8 24   0.0000   0.0000  31.7653 142.0842
 1994  8 25   0.0000   0.0000  36.5219 142.4703
 1994  8 26   0.0000   0.0000  36.8756 143.4683
 1994  8 27   0.0000   0.0000  38.9459 139.7845
 1994  8 28   0.0000   0.0000  43.1011 139.6332
 1994  8 29   0.0000   0.0000  39.8263 139.8753
 1994  8 30   0.0000   0.0000  36.3560 140.7531
 1994  8 31   0.0000   0.0000  33.8430 142.1163
 1994  9  1   0.0000   0.0000  33.0447 145.7666
 1994  9  2   0.0000   0.0000  29.6899 140.6092
 1994  9  3   0.0000   0.0000  24.4330 136.7987
 1994  9  4   0.0000   0.0000  22.8351 137.1846
 1994  9  5   0.0000   0.0000  17.5140 133.2527
 1994  9  6   0.0000   0.0000  14.2300 128.8978
 1994  9  7   0.0000   0.0000  13.4818 129.9274
 1994  9  8   0.0000   0.0000  10.5313 128.5460
 1994  9  9   0.0000   0.0000   8.2708 128.8497
 1994  9 10   0.0000   0.0000   3.3458 125.4636
 1994  9 11   0.0000   0.0000   0.9994 126.4661
 1994  9 12   0.0000   0.0000   1.4958 121.7787
 1994  9 13   0.0000   0.0000   1.0834 113.5107
 1994  9 14   0.0000   0.0000   0.7476 110.9076
 1994  9 15   0.0000   0.0000   0.1392 110.1356
 1994  9 16   0.0000   0.0000   0.0043 105.6744
 1994  9 17   0.0000   0.0000   0.0971  99.4235
 1994  9 18   0.0000   0.0000   0.1006  95.0465
 1994  9 19   0.0000   0.0000   1.7964  92.7047
 1994  9 20   0.0000   0.0000   1.3097  98.3075
 1994  9 21   0.0000   0.0000   1.6486  97.8803
 1994  9 22   0.0000   0.0000   1.5934 100.0575
 1994  9 23   0.0000   0.0000   0.5430  93.0353
 1994  9 24   0.0000   0.0000   0.0000  91.3415
 1994  9 25   0.0000   0.0000   0.0000  87.5214
 1994  9 26   0.0000   0.0000   0.0000  81.7569
 1994  9 27   0.0000   0.0000   0.5437  78.0642
 1994  9 28   0.0000   0.0000   1.9297  73.8404
 1994  9 29   0.0000   0.0000   0.9452  79.2798
 1994  9 30   0.0000   0.0000   1.6926  82.4437
 1994 10  1   0.0000   0.0000   0.0410  80.7887
 1994 10  2   0.0000   0.0000   0.0000  80.3040
 1994 10  3   0.0000   0.0000   0.0000  70.1468
 1994 10  4   0.0000   0.0000   0.0000  54.2429
 1994 10  5   0.0000   0.0000   0.0000  46.9134
 1994 10  6   0.0000   0.0000   0.0000  43.9548
 1994 10  7   0.0000   0.0000   0.0000  45.0826
 1994 10  8   0.0000   0.0000   0.0000  46.7041
 1994 10  9   0.0000   0.0000   0.0000  47.3393
 1994 10 10   0.0000   0.0000   0.0000  45.1253
 1994 10 11   0.0000   0.0000   0.0000  52.3362
 1994 10 12   0.0000   0.0000   0.0000  50.7563
 1994 10 13   0.0000   0.0000   0.0000  46.3037
 1994 10 14   0.0000   0.0000   0.0000  43.1574
 1994 10 15   0.0000   0.0000   0.0000  38.3933
 1994 10 16   0.0000   0.0000   0.0000  33.5976
 1994 10 17   0.0000   0.0000   0.0000  24.3777
 1994 10 18   0.0000   0.0000   0.0000  17.5599
 1994 10 19   0.0000   0.0000   0.0000   9.5141
 1994 10 20   0.0000   0.0000   0.0000   1.9029
 1994 10 21   0.0000   0.0000   0.0000   1.3353
 1994 10 22   0.0000   0.0000   0.0000   1.5476
 1994 10 23   0.0000   0.0000   0.0000   0.0000
 1994 10 24   0.0000   0.0000   0.0000   0.0000
 1994 10 25   0.0000   0.0000   0.0000   0.0000
 1994 10 26   0.0000   0.0000   0.0000   0.0567
 1994 10 27   0.0000   0.0000   0.0000   0.8816
 1994 10 28   0.0000   0.0000   0.0000   1.3314
 1994 10 29   0.0000   0.0000   0.0000   4.9024
 1994 10 30   0.0000   0.0000   0.0000   8.6965
 1994 10 31   0.0000   0.0000   0.0000  11.0164
 1994 11  1   0.0000   0.0000   0.0000  10.5182
 1994 11  2   0.0000   0.0000   0.0000   7.7958
 1994 11  3   0.0000   0.0000   0.0000   3.9753
 1994 11  4   0.0000   0.0000   0.0000   2.5922
 1994 11  5   0.0000   0.0000   0.0000   2.1968
 1994 11  6   0.0000   0.0000   0.0000   1.6660
 1994 11  7   0.0000   0.0000   0.0000   0.7389
 1994 11  8   0.0000   0.0000   0.0000   0.1397
 1994 11  9   0.0000   0.0000   0.0000   0.0393
 1994 11 10   0.0000   0.5222   0.0000   0.0000
 1994 11 11   0.0000   0.9316   0.0000   0.0000
 1994 11 12   0.0000   1.2662   0.0000   0.0000
 1994 11 13   0.0000   1.6153   0.0000   0.0000
 1994 11 14   0.0000   1.9718   0.0000   0.0000
 1994 11 15   0.0000   0.3457   0.0000   0.0000
 1994 11 16   0.0000   0.0000   0.0000   0.0000
 1994 11 17   0.0000   0.0000   0.0000   0.0000
 1994 11 18   0.0000   0.0000   0.0000   0.0000
 1994 11 19   0.0000   0.0000   0.0000   0.0000
 1994 11 20   0.0000   0.0225   0.0000   0.0000
 1994 11 21   0.0000   0.0000   0.0000   0.0295
 1994 11 22   0.0000   0.0000   0.0000   0.0000
 1994 11 23   0.0000   0.0000   0.0000   0.0000
 1994 11 24   0.0000   0.0000   0.0000   0.0000
 1994 11 25   0.0000   0.0000   0.0000   0.0000
 1994 11 26   0.0000   0.0000   0.0000   0.0000
 1994 11 27   0.0000   0.0000   0.0000   0.0000
 1994 11 28   0.0000   0.0000   0.0000   0.0000
 1994 11 29   0.0000   0.0000   0.0000   0.0000
 1994 11 30   0.0000   0.2980   0.0000   0.0000
 1994 12  1   0.0000   0.4456   0.0000   0.0000
 1994 12  2   0.0000   1.2689   0.0000   0.0000
 1994 12  3   0.0000   1.8843   0.0000   0.0000
 1994 12  4   0.0000   1.2275   0.0000   0.0000
 1994 12  5   0.0000   1.1344   0.0000   0.0000
 1994 12  6   0.0000   1.7993   0.0000   0.0000
 1994 12  7   0.0000   0.9216   0.0000   0.0000
 1994 12  8   0.0000   7.6074   0.0000   0.0000
 1994 12  9   0.0000  16.9949   0.0000   0.0000
 1994 12 10   0.0000  23.8688   0.0000   0.0000
 1994 12 11   0.0000  28.4070   0.0000   0.0000
 1994 12 12   0.0000  26.9356   0.0000   0.0000
 1994 12 13   0.0000  26.6767   0.0000   0.0000
 1994 12 14   0.0000  33.2591   0.0000   0.0000
 1994 12 15   0.0000  39.7991   0.0000   0.0000
 1994 12 16   0.0000  42.6593   0.0000   0.0000
 1994 12 17   0.0000  43.3770   0.0000   0.0000
 1994 12 18   0.0000  44.3154   0.0000   0.0000
 1994 12 19   0.0000  46.2933   0.0000   0.0000
 1994 12 20   0.0000  47.7660   0.0000   0.0000
 1994 12 21   0.0000  52.3954   0.0000   0.0000
 1994 12 22   0.0000  57.7779   0.0000   0.0000
 1994 12 23   0.0000  60.2459   0.0000   0.0000
 1994 12 24   0.0000  60.1269   0.0000   0.0000
 1994 12 25   0.0000  60.1587   0.0000   0.0000
 1994 12 26   0.0000  58.5029   0.0000   0.0000
 1994 12 27   0.0000  54.6111   0.0000   0.0000
 1994 12 28   0.0000  50.2866   0.0000   0.0000
 1994 12 29   0.0000  49.5124   0.0000   0.0000
 1994 12 30   0.0000  45.9491   0.0000   0.0000
 1994 12 31   0.0000  38.9815   0.0000   0.0000
 1995  1  1   0.0000  39.3574   0.0000   0.0000
 1995  1  2   0.0000  42.0412   0.0000   0.0000
 1995  1  3   0.0000  43.4994   0.0000   0.0000
 1995  1  4   0.0000  46.1239   0.0000   0.0000
 1995  1  5   0.0000  48.8057   0.0000   0.0000
 1995  1  6   0.0000  54.3853   0.0000   0.0000
 1995  1  7   0.0000  52.6580   0.0000   0.0000
 1995  1  8   0.0000  47.9594   0.0000   0.0000
 1995  1  9   0.0000  50.8109   0.0000   0.0000
 1995  1 10   0.0000  58.5377   0.0000   0.0000
 1995  1 11   0.0000  62.6039   0.0000   0.0000
 1995  1 12   0.0000  64.7808   0.0000   0.0000
 1995  1 13   0.0000  63.3710   0.0000   0.0000
 1995  1 14   0.5265  61.3260   0.0000   0.0000
 1995  1 15   0.0217  61.6401   0.0000   0.0000
 1995  1 16   0.0000  61.3163   0.0000   0.0000
 1995  1 17   0.0380  56.1959   0.0000   0.0000
 1995  1 18   0.0063  57.7008   0.0000   0.0000
 1995  1 19   0.4353  53.0891   0.0000   0.0000
 1995  1 20   0.0000  47.9724   0.0000   0.0000
 1995  1 21   0.0000  39.3057   0.0000   0.0000
 1995  1 22   0.0000  31.9042   0.0000   0.0000
 1995  1 23   0.0000  25.6979   0.0000   0.0000
 1995  1 24   0.0000  24.3894   0.0000   0.0000
 1995  1 25   0.0000  28.6275   0.0000   0.0000
 1995  1 26   0.0000  29.1566   0.0000   0.0000
 1995  1 27   0.0000  23.7335   0.0000   0.0000
 1995  1 28   0.0000  24.1191   0.0000   0.0000
 1995  1 29   0.0000  22.7874   0.0000   0.0000
 1995  1 30   0.0000  18.8262   0.0000   0.0000
 1995  1 31   0.0000  15.7637   0.0000   0.0000
 1995  2  1   0.0000  15.5745   0.0000   0.0000
 1995  2  2   0.0000  21.7651   0.0000   0.0000
 1995  2  3   0.0000  22.6268   0.0000   0.0000
 1995  2  4   0.0000  18.5432   0.0000   0.0000
 1995  2  5   0.0000  18.8977   0.0000   0.0000
 1995  2  6   0.0000  19.8360   0.0000   0.0000
 1995  2  7   0.0000  16.5391   0.0000   0.0000
 1995  2  8   0.0000   9.6267   0.0000   0.0000
 1995  2  9   0.0000   0.8676   0.0000   0.0000
 1995  2 10   0.0000   0.0000   0.0000   0.0000
 1995  2 11   0.0000   0.0000   0.0000   0.0000
 1995  2 12   0.0000   1.2005   0.0000   0.0000
 1995  2 13   0.0000   1.9798   0.0000   0.0000
 1995  2 14   0.0000   0.1150   0.0000   0.0000
 1995  2 15   0.0000   0.0000   0.0000   0.0000
 1995  2 16   0.0000   0.0000   0.0000   0.0000
 1995  2 17   0.0000   0.0000   0.0000   0.0000
 1995  2 18   0.0000   0.0000   0.0000   0.0000
 1995  2 19   0.0000   0.0000   0.0000   0.0000
 1995  2 20   0.0000   0.0000   0.0000   0.0000
 1995  2 21   0.0000   0.0000   0.0000   0.0000
 1995  2 22   0.0000   0.0000   0.0000   0.0000
 1995  2 23   0.0000   0.0000   0.0000   0.0000
 1995  2 24   0.0000   0.0000   0.0000   0.0000
 1995  2 25   0.0000   0.0000   0.0000   0.0000
 1995  2 26   0.0000   0.0000   0.0000   0.0000
 1995  2 27   0.0000   0.0000   0.0000   0.0000
 1995  2 28   0.0000   0.0000   0.0000   0.0000
 1995  3  1   0.0000   0.0000   0.0000   0.0000
 1995  3  2   0.0000   0.0000   0.0000   0.0000
 1995  3  3   0.0000   0.0000   0.0000   0.0000
 1995  3  4   0.0000   0.0000   0.0000   0.0000
 1995  3  5   0.0000   0.0000   0.0000   0.0000
 1995  3  6   0.0000   0.0000   0.0000   0.0000
 1995  3  7   0.0000   0.1683   0.0000   0.0000
 1995  3  8   0.0000   0.0000   0.0000   0.0000
 1995  3  9   0.0000   0.0000   0.0000   0.0000
 1995  3 10   0.0000   0.0000   0.0000   0.0000
 1995  3 11   0.0000   0.1825   0.0000   0.0000
 1995  3 12   0.0000   6.2107   0.0000   0.0000
 1995  3 13   0.0000   8.3857   0.0000   0.0000
 1995  3 14   0.0000   3.3789   0.0000   0.0000
 1995  3 15   0.0000   0.5465   0.0000   0.0000
 1995  3 16   0.0000   1.1768   0.0000   0.0000
 1995  3 17   0.0000   0.0000   0.0000   0.0000
 1995  3 18   0.0000   0.0000   0.0000   0.0000
 1995  3 19   0.0000   0.0000   0.0000   0.0000
 1995  3 20   0.0000   0.0000   0.0000   0.0000
 1995  3 21   0.0000   0.0000   0.0000   0.0000
 1995  3 22   0.0000   1.0880   0.0000   0.0000
 1995  3 23   0.0000   0.0600   0.0000   0.0000
 1995  3 24   0.0000   0.0000   0.0000   0.0000
 1995  3 25   0.0000   0.0102   0.0000   0.0000
 1995  3 26   0.0000   0.0515   0.0000   0.0000
 1995  3 27   0.0000   0.0000   0.0000   0.0000
 1995  3 28   0.0000   0.0000   0.0000   0.0000
 1995  3 29   0.0000   0.0000   0.0000   0.0000
 1995  3 30   0.0000   0.0000   0.0000   0.0000
 1995  3 31   0.0000   0.0000   0.0000   0.0000
 1995  4  1   0.0000   0.0000   0.0000   0.0000
 1995  4  2   0.0000   0.0000   0.0000   0.0000
 1995  4  3   0.0000   0.1188   0.0000   0.0000
 1995  4  4   0.0000   0.0000   0.0000   0.0000
 1995  4  5   0.0000   0.0000   0.0000   0.0000
 1995  4  6   0.0000   0.0000   0.0000   0.0000
 1995  4  7   0.0000   0.0000   0.0000   0.0000
 1995  4  8   0.0000   0.0000   0.0000   0.0000
 1995  4  9   0.0000   0.0000   0.0000   0.0000
 1995  4 10   0.0000   0.0000   0.0000   0.0000
 1995  4 11   0.0000   0.0000   0.0000   0.0000
 1995  4 12   0.0000   0.0000   0.0000   0.0000
 1995  4 13   0.0000   0.0000   0.0000   0.0000
 1995  4 14   0.0000   0.0000   0.0000   0.0000
 1995  4 15   0.0000   0.0000   0.0000   0.0000
 1995  4 16   0.0000   0.0000   0.0000   0.0000
 1995  4 17   0.0000   0.0000   0.0000   0.0000
 1995  4 18   0.0000   0.0000   0.0000   0.0000
 1995  4 19   0.0000   0.0000   0.0000   0.0000
 1995  4 20   0.0000   0.0000   0.0000   0.0000
 1995  4 21   0.0000   0.0000   0.0000   0.0000
 1995  4 22   0.0000   0.0000   0.0000   0.0000
 1995  4 23   0.0000   0.0000   0.0000   0.0000
 1995  4 24   0.0000   0.0000   0.0000   0.0000
 1995  4 25   0.0000   0.0000   0.0000   0.0000
 1995  4 26   0.0000   0.0000   0.0000   0.0000
 1995  4 27   0.0000   0.0000   0.0000   0.0000
 1995  4 28   0.0000   0.0000   0.0000   0.0000
 1995  4 29   0.0000   0.0000   0.0000   0.0096
 1995  4 30   0.0000   0.0000   0.0000   0.0000
 1995  5  1   0.0000   0.0000   0.0000   0.0000
 1995  5  2   0.0000   0.0000   0.0000   0.0000
 1995  5  3   0.0000   0.0000   0.0000   0.0000
 1995  5  4   0.0000   0.0000   0.0000   0.0000
 1995  5  5   0.0000   0.0000   0.0000   0.0130
 1995  5  6   0.0000   0.0000   0.0000   1.6743
 1995  5  7   0.0000   0.0000   0.0000   2.2079
 1995  5  8   0.0000   0.0000   0.0000   0.6737
 1995  5  9   0.0000   0.0000   0.0000   0.0069
 1995  5 10   0.0000   0.0000   0.0000   0.0239
 1995  5 11   0.0000   0.0000   0.0000   0.3152
 1995  5 12   0.0000   0.0000   0.0000   3.4318
 1995  5 13   0.0000   0.0000   0.0000   6.8519
